Genome	D1_P102_M Relative Abundance (%)	D1_P107_M Relative Abundance (%)	D1_P167_M Relative Abundance (%)	D1_P225_M Relative Abundance (%)	D1_P295_M Relative Abundance (%)	D1_P304_M Relative Abundance (%)	D1_P46_M Relative Abundance (%)	D1_P47_M Relative Abundance (%)	D3_P186_M Relative Abundance (%)	D3_P190_M Relative Abundance (%)	D3_P191_M Relative Abundance (%)	D3_P265_M Relative Abundance (%)	D3_P266_M Relative Abundance (%)	D3_P41_M Relative Abundance (%)	D3_P75_M Relative Abundance (%)	D3_P9_M Relative Abundance (%)	G1_P178_M Relative Abundance (%)	G1_P196_M Relative Abundance (%)	G1_P276_M Relative Abundance (%)	G1_P291_M Relative Abundance (%)	G1_P294_M Relative Abundance (%)	G1_P43_M Relative Abundance (%)	G1_P74_M Relative Abundance (%)	G1_P82_M Relative Abundance (%)	G3_P143_M Relative Abundance (%)	G3_P149_M Relative Abundance (%)	G3_P14_M Relative Abundance (%)	G3_P179_M Relative Abundance (%)	G3_P212_M Relative Abundance (%)	G3_P261_M Relative Abundance (%)	G3_P301_M Relative Abundance (%)	G3_P84_M Relative Abundance (%)
G1_bin.71	0.038159788	0.005590034	0.005777649	0.008183275	0.043713413	0.07099152	0.02072561	0.0028930297	0.007818617	0.0023097957	0.003471419	0.0012273716	0.010348434	0.011708431	0.0067836475	0.0026452001	0.007921901	0.02870215	0.01653116	0.32097864	0.06824649	0.015356022	0.0063312617	0.013655325	0.033579882	0.09522368	0.73828316	0.014504357	0.025648408	0.4379507	0.35812706	0.014978515
G1_bin.72	0.0054789707	0.00050024764	0.0033835622	0.00017966914	0.005760465	0.005622351	0.0027731888	0.00028535267	0.0005020667	0.0030732737	0.0006525489	0.0004455678	0.002550006	0.0032997415	0.0013704234	0.001374687	0.0029507608	0.014410473	0.011440707	0.13986602	0.006855068	0.00033900267	0.00012022333	0.021155924	0.002217817	0.010961103	0.0011788036	0.0021380545	0.0056340895	0.04163539	0.0009851602	0.00020708093
G1_bin.74	0.0029545887	0.0019342046	0.02243806	0.0012199645	0.017477991	0.0065900926	0.0027284708	0.0007184742	0.0009264752	0.0010912191	0.0034223064	0.0014118355	0.0019368625	0.002396622	0.0020010734	0.0023634338	0.0020892778	0.015078735	0.006163635	0.06441685	0.06369071	0.04902262	0.00048021373	0.07295661	0.0031239118	0.1546381	0.023160065	0.03813171	0.0040635634	0.11454438	0.0054976027	0.0015243111
G1_bin.79	0.0071403873	0.009790929	0.002799211	0.02374232	0.01785349	0.22513886	0.0020312665	0.055194587	0.0060676024	0.0040759263	0.0022559164	0.00274724	0.012076391	0.0013305948	0.005969096	0.006338164	0.042902447	0.00802544	0.004543527	0.07694659	0.003023299	0.007379699	0.00036477557	0.31240448	0.0032421176	0.0053883563	0.00161768	0.020360895	0.010474481	0.14861365	0.022033973	0.0004710898
G1_bin.7	0.048711922	0.0073470487	0.003943362	0.0054155528	0.02971331	0.122097544	0.03570999	0.02635172	0.0033735118	0.0017756334	0.0008591203	0.006449345	0.022732645	0.15447532	0.053082924	0.0050047175	0.020337487	0.13640887	0.008551822	0.17452535	0.14881991	0.01175476	0.0021561258	0.0009382773	0.0006695688	0.0017198612	0.00093143963	0.0006126359	0.00062245474	0.1588146	0.0011477103	0.00060666265
G1_bin.81	0.00072248344	0.0017191777	0.00036208585	0.00041352544	0.01017422	0.0017041466	0.0018470879	0.0007997009	0.004404105	0.0011945441	0.0024449595	0.00097399106	0.000497425	0.0022416767	0.014673713	0.00076573715	0.0010441077	0.0055207787	0.00075206335	0.44450405	0.0006417064	0.0015505828	0.00026470932	0.0013906354	0.0017032952	0.0015144772	0.0011875029	0.0021172878	0.05625102	0.08640708	0.0019135643	0.00011529683
G1_bin.82	0.57357216	0.026112087	0.06542516	0.12661684	0.11547076	0.15653099	0.017853824	0.020206243	0.032262452	0.031298324	0.37292024	0.026170762	0.020321235	0.046717726	0.040442843	0.028449446	0.08847688	0.11281029	0.35661745	0.24712542	0.70686734	1.0342214	0.032055587	1.0667858	0.07272914	0.33880156	2.0153756	0.39003193	0.11739859	0.38181332	0.26115417	0.021100648
G1_bin.83	1.9539335	0.021780215	0.09679089	0.17400277	0.20843843	0.17752749	0.08700884	0.28557655	0.4667988	0.49219334	1.1084456	0.033534158	0.027414037	0.29257825	0.085279725	0.23697144	0.07631271	0.9017211	0.50635743	0.1594183	0.5630831	0.59273225	0.011932531	0.8274167	0.12637773	0.41330647	0.39252192	0.365027	0.067670986	0.13925555	0.19511534	0.048369966
G1_bin.84	0.2551725	0.0068763066	0.0055369334	0.05800506	0.020295149	0.026873058	0.014771371	0.06371787	0.036188096	0.009649331	0.13565135	0.009555083	0.004663124	0.20501056	0.011233528	0.092823	0.0040117735	0.06795681	0.023456791	0.00928024	0.14019287	0.10095904	0.0031643868	0.100618504	0.06573212	0.01869286	0.14578886	0.038716696	0.02276002	0.02766087	0.014467604	0.0031692013
G1_bin.86	0.008834295	0.0021270022	0.0038597994	0.014880169	0.050191242	0.033527367	0.01178584	0.0017652633	0.0035587214	0.0046695136	0.0019010636	0.00231352	0.0040405327	0.0045675216	0.0018178667	0.0031899896	0.0016910114	0.010718291	0.02725593	0.1425511	0.025937509	0.03363414	0.0015490362	0.21171822	0.014830138	0.15269023	0.003244363	0.050318215	0.011016308	0.16390759	0.102084726	0.16192083
G1_bin.8	0.0031891125	0.0006905053	0.0035570082	0.0049504824	0.0211227	0.011046248	0.00202645	0.0076329694	0.0028527013	0.04763601	0.0012233239	0.0023685247	0.002627187	0.016524473	0.0035748924	0.0028590772	0.0033869143	0.0043145856	0.006359649	0.034055308	0.010885391	0.008722726	0.0011052727	0.13476942	0.010448654	0.030399432	0.017287344	0.06800901	0.004389286	0.029808758	0.02356673	0.0008313605
G1_bin.90	0.008515823	0.03082564	0.004518385	0.2637299	0.43624282	0.19231841	0.1477318	0.006905102	0.026251625	0.040296216	0.070320055	0.008322112	0.077396676	0.004597817	0.0051295566	0.03849244	0.2252934	1.7322805	0.04116907	0.017234879	0.08343613	0.33709455	0.023149148	0.03407205	0.024684334	0.008065991	0.1600111	0.0053607663	0.051545393	0.012617093	0.010887129	0.006651428
G1_bin.91	0.0067301113	0.0018722885	0.0037953744	0.0033061074	0.026326708	0.010543536	0.0018897855	0.0013217705	0.0018304607	0.003125376	0.027053218	0.001520629	0.0017383235	0.0031372372	0.0020750968	0.0019224356	0.0065255878	0.009059766	0.0038793248	0.031506646	0.013848409	0.027881552	0.00046205986	0.16194384	0.0060324753	0.10619468	0.004409223	0.056446068	0.00585637	0.051042296	0.021478763	0.0017136879
G1_bin.92	0.016201477	0.007017824	0.0062334347	0.012079586	0.07911764	0.07122171	0.01663125	0.003885066	0.011628831	0.0022183799	0.0049122386	0.005161031	0.0061516534	0.0078699635	0.008400547	0.0036140278	0.008501048	0.026420446	0.0072081555	0.9665402	0.016143518	0.02729403	0.0009483945	0.30728844	0.039208755	0.084092	0.009532473	0.22532569	0.015174218	0.42076984	0.56974614	0.009203673
G1_bin.93	0.07892144	0.027718913	0.054889474	0.19748172	0.94656855	0.32853043	0.05560116	0.00866696	0.021888733	0.03630798	0.43008065	0.019345775	0.03140565	0.021969415	0.012825734	0.018771565	0.04416178	0.23813406	0.34723225	0.29301938	0.23344415	1.1257617	0.015070727	1.3222507	0.5530163	1.0034529	1.0221094	0.97859424	0.062346224	0.39476788	0.08344515	0.0096684
G1_bin.97	0.0011655067	0.0021440296	0.00033687855	0.0007172146	0.0014810881	0.00072808	0.00036382425	0.00083458074	0.0009219859	0.000667922	0.0007159161	0.0005700708	0.0002789658	0.0007457544	0.0017967054	0.0009924895	0.11755705	0.088702306	0.00083458814	0.0012516846	0.0008430475	0.0008117001	0.0013818577	0.0016338464	0.00076697476	0.0011618029	0.001216429	0.0018870105	0.0009457094	0.0011433735	0.0016135096	0.0005270888
G1_bin.98	0.10967049	0.008506476	0.008292567	0.085053794	0.89224243	0.13820696	0.06750826	0.00949751	0.006284696	0.0012234817	0.0037642492	0.004637163	0.028947389	0.049870364	0.024090925	0.010739847	0.014686699	0.052165553	0.031517044	0.3803387	0.061801452	0.14116935	0.0074051153	0.020565534	0.079739876	0.30392092	0.6783379	0.017799955	0.04393736	0.25243363	1.0396495	0.06947822
G1_bin.9	0.006712249	0.003351367	0.015677188	0.0037099204	0.018496694	0.07120974	0.010234964	0.0020289423	0.0029483775	0.0018323322	0.002808138	0.0047857505	0.0042342986	0.0056242617	0.0036144494	0.0040594735	0.0112195145	0.020464802	0.016746128	0.20774098	0.04502945	0.27925313	0.0014374807	0.21358642	0.0048634107	0.08985244	0.15558024	0.091591194	0.006037134	0.12700795	0.057298515	0.011127983
G3_bin.100	0.0041329036	0.0021218855	0.0018851752	0.0046602194	0.022079743	0.027263755	0.005944539	0.00087294605	0.0015631339	0.00089084305	0.0011092881	0.00050702994	0.0015043071	0.0027262012	0.0008565616	0.0014190562	0.0008415394	0.0040483624	0.00646792	0.06487302	0.022001186	0.00474246	0.0009942958	0.038676128	0.008972732	0.125705	0.089298524	0.05460204	0.0028205693	0.05061483	0.045800135	0.007287602
G3_bin.101	0.0006601536	0.0004698384	0.0005615737	0.00027630752	0.002083577	0.011338214	0.0022805573	0.00030469854	0.00087551103	0.000530488	0.00074925344	0.00037629897	0.0010125296	0.0007354569	0.0012532866	0.0007490831	0.00013254446	0.0007078553	0.0025736834	0.14165634	0.030043373	0.0007193385	0.0002211284	0.010533514	0.00083447114	0.09048952	0.0006005972	0.0015341218	0.003141768	0.12596296	0.00065185037	0.00020079824
G3_bin.102	0.00456812	0.00029258276	0.00081394124	0.00041135593	0.0030106895	0.0052835606	0.00016533535	0.00072700926	0.0036113188	0.0015886809	0.0023754658	0.000906508	0.00044022079	0.003610178	0.0012634693	0.008597346	0.0007918169	0.0018309691	0.0037926943	0.0024003328	0.011886088	0.0057464754	0.0015854379	0.0042963703	0.00053588644	0.013708011	0.0036320451	0.0023382877	0.0005285261	0.0013707177	0.0009353028	0.31272992
G3_bin.103	0.03788758	0.001451263	0.013632563	0.0038710453	0.01109284	0.016836451	0.004199649	0.00395674	0.0039214124	0.012426757	0.0008027716	0.001653317	0.0023031612	0.00331527	0.0010472059	0.0006938411	0.0033740911	0.0039181113	0.010072122	0.020287843	0.04024518	0.047718387	0.00024802316	0.10798917	0.008699002	0.119133	0.0008356193	0.09723631	0.057400435	0.010158986	0.013708607	0.00037213071
G3_bin.104	0.00421487	0.006182434	0.005323063	0.0017967708	0.0032029718	0.008740494	0.0021374598	0.002774625	0.0024980716	0.0032002549	0.010774635	0.0049309335	0.001984037	0.00786941	0.008649923	0.003699812	0.01246655	0.035082463	0.0055937786	0.08444508	0.07224726	0.018330079	0.0012827968	0.058952197	0.022105405	0.36154845	0.0020340383	0.0052066804	0.015601345	0.08493062	0.0017415172	0.00051145727
G3_bin.106	0.17206274	0.0022912882	0.018967362	0.025629083	0.03417136	0.025056398	0.0055903103	0.016906632	0.029796261	0.022161199	0.0063223774	0.010417288	0.009911769	0.04144654	0.015439473	0.0713344	0.044011623	0.05551399	0.07667231	0.06036112	0.05974189	0.09838552	0.0044341446	0.09767217	0.020366725	0.8431916	0.007208167	0.07436235	0.01593882	0.12943538	0.02341641	0.0067073232
G3_bin.107	0	0	0.00047422716	0.0000045278684	0.000043078595	0.00033479647	0.000293409	0.0000012078098	0.004826429	0.000022026721	0.00008461879	0.000017462804	0.000033755176	0.000007538686	0.00017050927	0.0002318575	0	0.0004039652	0.0000066589546	0.0000038395306	0.0000011579399	0.000070218564	0.000004724971	0.000006665783	0.00024023479	0.00052692427	0.000007790849	0.0000025873862	0.00010379471	0.10826283	0.05320709	0.000013030896
G3_bin.108	0.0057201805	0.00037986806	0.0043071965	0.009633956	0.0012896823	0.012112318	0.0036927436	0.002014764	0.012800048	0.0005581045	0.0011238947	0.0016530699	0.0005776598	0.05437437	0.001181737	0.0006927646	0.00035621217	0.00085525657	0.00062182004	0.030065779	0.0042748074	0.0013420203	0.00093590555	0.030627329	0.028585235	0.0010320453	0.008428331	0.1389596	0.0035703736	0.0008266918	0.042510048	0.007469281
G3_bin.10	0.0072838473	0.014148537	0.0021507354	0.0020626283	0.015699549	0.093985826	0.0042877104	0.004438722	0.0114073	0.0010741908	0.006005005	0.003125255	0.0034690301	0.014756225	0.0037359197	0.0053960895	0.023028204	0.010760444	0.009626645	0.14675215	0.025544237	0.005019141	0.00097608205	0.11454973	0.027419068	0.17986158	0.021344135	0.039802622	0.0033559948	0.12459834	0.030513981	0.00464082
G3_bin.110	0.60982513	0.15678665	0.0066882567	0.007369813	0.0053503	0.123699814	0.005844123	0.8676141	0.004093723	0.10027871	1.9634687	0.007871975	0.007475545	0.13665307	0.00695451	0.36263046	3.0537214	0.035779152	0.0031836915	0.002559178	2.0928156	0.009280007	1.7510856	0.01246149	0.010856392	0.005300445	0.01319881	0.011838559	0.38429335	0.03842116	0.0011919163	0.26749176
G3_bin.111	0.006262785	0.0048917723	0.0014345741	0.045199774	0.0303402	0.08101479	0.04710956	0.008352555	0.0017334493	0.00068963587	0.007323295	0.0018600402	0.0068654646	0.014249857	0.0063226577	0.0023414432	0.005489235	0.054489348	0.020509874	0.01428107	0.008684925	0.019068696	0.0047557084	0.002213157	0.0117531195	0.004359789	0.4754767	0.003649672	0.010665165	0.009320799	0.0009717864	0.049598996
G3_bin.115	0.008803504	0.005064066	0.0010319712	0.009888824	0.096168615	0.033564538	0.14976056	0.1355035	0.14734977	0.013675805	0.023334503	0.030130645	0.0053027044	0.0029307038	0.029972753	0.059940588	0.37624788	0.34474415	0.0034982278	0.5584256	0.015238964	0.005157251	0.26275313	0.038188063	0.2789305	0.0022459333	0.0032070668	0.08028277	0.22788537	0.0024224452	0.001448772	0.039272297
G3_bin.116	0.04631649	0.0011344802	0.010302384	0.005763075	0.17287834	0.01749805	0.0346807	0.0031679664	0.00040893472	0.00064260705	0.0011322917	0.00071868266	0.00783206	0.024662128	0.0017442111	0.0017863234	0.004048265	0.01662785	0.004605589	0.12059591	0.011351823	0.016200513	0.0032048312	0.02757276	0.010765964	0.009697479	0.2697259	0.0015645678	0.0016354837	0.010071981	0.007920801	0.00041665838
G3_bin.11	0.000093411865	0.0004922067	0.0024402991	0.00081563933	0.0056901383	0.005333026	0.0020946832	0.00010448985	0.052253366	0.0000911411	0.00055270916	0.000021296328	0.00016784579	0.00022438119	0.00018857932	0.0014830203	0.000016114807	0.0023006957	0.00065947825	0.040450327	0.0006530193	0.00039099186	0.00034020448	0.002285702	0.016467024	0.20735799	0.0012941993	0.0038443704	0.0058615413	0.82874644	0.00538598	0.0010999176
G3_bin.122	0.17171425	0.0042225732	0.012024299	0.034621634	0.4083804	0.014739011	0.025086883	0.07164679	0.02784613	0.084315956	0.20146771	0.007924083	0.07627213	0.11964979	0.12854245	0.03663404	0.0370009	0.698872	0.0067890473	0.017415537	0.0571675	0.09098914	0.03852836	0.13455571	0.4176818	0.018147938	0.015804535	0.080665775	0.8366817	0.011877619	0.19860618	0.009244685
G3_bin.125	0.0021847228	0.0022252933	0.004170494	0.0007770651	0.020966563	0.002431619	0.0021726107	0.0016563793	0.004957679	0.0046191234	0.002302096	0.004117357	0.006785866	0.0081539545	0.0045604557	0.0034938685	0.0032579114	0.018609209	0.008596374	0.12802334	0.089971915	0.093592934	0.00063810265	0.2011093	0.0008936116	0.054352965	0.0061332504	0.09957042	0.0027777634	0.23193634	0.0052839206	0.0009407155
G3_bin.127	0.0043274756	0.00087831926	0.0055491454	0.0011546926	0.0046744905	0.0068956017	0.0017580128	0.00056575413	0.00083326426	0.0007308006	0.00052246783	0.00077295816	0.0016060503	0.002115183	0.0010318698	0.0009677072	0.000678965	0.0021106561	0.0054518883	0.037139475	0.015625907	0.004062188	0.00055907294	0.07224715	0.005810341	0.115845345	0.051371366	0.0071231956	0.004280304	0.04199989	0.016611079	0.0040783826
G3_bin.129	1.6780307	0.5201054	11.537914	0.28211975	0.09659537	0.062276576	0.31650397	1.5049522	0.26413414	0.25664988	0.056409173	11.338147	0.36098686	0.026405811	8.860977	1.426569	0.002884347	0.094861306	0.45260444	0.009893201	0.3401767	0.016213786	0.48009178	0.016819853	11.643762	0.01289804	0.014071773	0.00079900294	0.015705993	0.012303316	0.027396534	0.077571616
G3_bin.131	0.0005661731	0.000047322093	0.000041400424	0.00017810595	0.0009215107	0.0006584919	0.00037115018	0.000036158995	0.000066123925	0.00006847761	0.00041124455	0.0000071187137	0.00007755632	0.00032920166	0.00009142003	0.000053444794	0.00035963432	0.00037689164	0.00027338802	0.002228169	0.0007449034	0.000109109875	0.0011501163	0.0003139615	0.0009429222	0.029777663	0.16853109	0.00013269698	0.0026685921	0.002566208	0.0009582157	0.00014774331
G3_bin.132	0.0128699625	0.0010233559	0.0025971353	0.0023579646	0.021954771	0.01119711	0.0033729658	0.0027612022	0.0055018896	0.0016517547	0.0034174807	0.0024021072	0.0016988456	0.01006199	0.002110895	0.005879426	0.0040757903	0.009420066	0.03747956	0.011052752	0.0115793925	0.083665036	0.0019245342	0.04696967	0.009202318	0.15795706	0.18111143	0.06893977	0.001531622	0.015274188	0.010567877	0.0010623286
G3_bin.133	0.09069983	0.0039276388	0.0024262483	0.012682446	0.01418873	0.027892029	0.01098924	0.007906761	0.0013116419	0.00045450422	0.0009323584	0.0032067616	0.009867927	0.034324437	0.011476007	0.001072425	0.0011560217	0.027066356	0.007018789	0.013735617	0.045128375	0.01368704	0.001096558	0.001764634	0.13717727	0.02188991	0.00037669623	0.00054647704	0.030560348	0.025256965	0.0031897677	0.11153196
G3_bin.136	0.08053776	0.022197206	0.0077899843	0.02486098	0.31464496	0.37308338	0.11893469	0.013846504	0.005195904	0.0007658691	0.0031356115	0.0057205926	0.05210444	0.05211382	0.018974857	0.006692401	0.02190957	0.12740737	0.03565802	0.5734141	0.03320221	0.029771186	0.0017159225	0.05091172	0.0574671	0.18378104	0.0019095193	0.011668182	0.1365426	0.46858528	0.35369432	0.018470576
G3_bin.137	5.3718095	0.42658916	0.2872505	0.9900854	2.463334	2.3663077	0.8662289	3.4588807	8.333523	0.19426882	4.121996	2.274186	0.8199001	8.275994	1.7979132	3.5651205	3.085335	7.999487	5.751787	0.89572453	5.8165836	7.6158214	0.89668703	3.405284	0.35197353	2.6207304	0.04953019	1.9039472	1.7732143	0.81983536	0.84288675	1.2171869
G3_bin.139	0.07060597	0.021744885	0.054676957	0.04348333	0.024848698	0.12700677	0.029070906	0.031125484	0.0115700085	0.0151745435	0.023606002	0.009592516	0.01228751	0.014608305	0.02101984	0.007945174	0.58765244	0.057732016	0.18503055	0.13003622	0.18043137	0.14185244	0.0639561	0.807798	0.019320486	1.5551993	0.209975	0.4712245	0.42115912	0.28556475	0.37307993	0.011788211
G3_bin.13	0.0019364334	0.00053647615	0.004560076	0.0008096504	0.0013100724	0.003514509	0.0004891739	0.0005178464	0.00045976916	0.00028155712	0.0009913689	0.0004674373	0.0005972124	0.0013881002	0.00029543205	0.00084000855	0.0006884406	0.0039540688	0.006763394	0.016076261	0.00814058	0.0038763524	0.0002762721	0.045909435	0.002465235	0.13774376	0.01996373	0.0169393	0.0035603244	0.043920215	0.0034968804	0.000102839535
G3_bin.140	0.008634172	0.0016319853	0.013905997	0.013200791	0.03708946	0.06807699	0.004534983	0.002406972	0.0026702874	0.010334919	0.010608071	0.0037052184	0.00369251	0.010997898	0.002615673	0.002728058	0.006327543	0.011133497	0.025834898	0.058154803	0.02405567	0.16436175	0.00067493966	0.24452063	0.043054763	0.139739	0.0040848516	0.19593145	0.006635028	0.06839648	0.059984967	0.0069747013
G3_bin.142	0.0065574786	0.00060509617	0.009828465	0.00018892468	0.00032220714	0.0005821612	0.0006464122	0.0019644198	0.00094389444	0.00095400115	0.00039429922	0.00024537282	0.000997417	0.001583123	0.0013380938	0.0015552134	0.00014883488	0.0015010568	0.0005538887	0.021338252	0.01964157	0.00065425143	0.00012991318	0.0017710953	0.002408131	0.003442674	0.0003827451	0.0007908781	0.0062300395	0.14612938	0.0006192332	0.00010217692
G3_bin.144	0.0016309	0.0002586587	0.00028968696	0.00073236035	0.0034007733	0.0046301996	0.0013220673	0.000086676235	0.0027758714	0.00023325438	0.0006164376	0.00012254328	0.00093400537	0.0017760526	0.0036051443	0.0021477954	0.00090736506	0.002372541	0.00088600355	0.02206031	0.0043427935	0.0017432019	0.0014558396	0.005830422	0.0042017875	0.040694073	0.21464777	0.0028783344	0.0030300664	0.042739425	0.014177031	0.0012465725
G3_bin.147	0.15258585	0.15192975	0.047828004	1.6367573	1.1430604	4.3634872	2.4724164	0.2530577	0.073372334	0.018247994	0.02327965	0.07353245	0.224166	0.698317	0.30187425	0.075181045	0.07685541	0.56949276	0.16116333	0.5258346	0.15550841	0.21493539	0.039560687	0.020733431	1.2471672	0.037202086	0.0036862658	0.010047191	0.038818788	0.14024705	0.020136455	3.6855032
G3_bin.149	0.7880816	1.4467849	0.07588204	6.5892906	0.82156616	8.981105	1.3908614	20.30918	2.8519876	0.4874532	0.015806241	0.35544688	2.6404693	4.607383	3.5091503	0.31568548	29.443752	6.213376	0.027743539	2.2022467	7.517285	8.193964	1.2738379	0.08594466	0.029327951	0.035336245	0.07334587	0.02806493	0.070741534	3.680461	1.6605171	0.17222618
G3_bin.14	0.07481983	0.00089072075	0.0072166002	0.005373671	0.011244642	0.011557682	0.0030646084	0.013203491	0.011935549	0.0046020593	0.0072988505	0.0046877745	0.0016196596	0.047402166	0.008830505	0.040544998	0.0078000855	0.018292231	0.025940236	0.010702512	0.02571036	0.021880154	0.0031150985	0.030046359	0.010916184	0.437562	0.28038067	0.018383408	0.0034788253	0.019362204	0.0050627664	0.002514736
G3_bin.150	0.0864591	0.0008162337	0.00011648537	0.0010218527	0.0017679309	0.00097255316	0.00060611096	0.0005270991	0.0010501457	0.0013719295	0.0007122669	0.0013728387	0.0001336326	0.0012406483	0.0005376101	0.12139748	0.00046719523	0.001341661	0.0016360704	0.0009285447	0.0015295101	0.0019097676	0.00012956682	0.0036704135	0.0014421436	0.30034456	0.000357478	0.0022349344	0.0011385003	0.00087061606	0.0006434375	0.0013804305
G3_bin.151	0.054840706	0.024649305	0.04347831	0.04649799	0.20136507	0.19697301	0.03261255	0.009848437	0.022683254	0.017333178	0.21974337	0.031117283	0.017180722	0.037131492	0.013527534	0.027518503	0.044566482	0.19277023	0.25144148	0.1920167	0.27011243	1.3909769	0.007785095	1.1622155	0.05205261	0.48540398	0.21447068	0.4005395	0.030480977	0.10108429	0.23440276	0.3017582
G3_bin.155	0.13622564	0.0022515862	0.0022060089	0.013295156	0.008170981	0.032665208	0.004805968	0.0074479827	0.0007684821	0.00012228168	0.00012883238	0.0068587926	0.0028329846	0.023840537	0.002221183	0.0019241346	0.0013208564	0.011222612	0.002145659	0.015347955	0.010738088	0.002318395	0.00034245988	0.024777602	0.002016142	0.2751372	0.00020882595	0.0011651358	0.009132975	0.11165676	0.005777311	0.0001332456
G3_bin.156	0.084967956	0.007989233	0.002070718	0.008523732	0.0030700313	0.04048296	0.12059745	0.0015626571	0.01972398	0.0009567613	0.07310448	0.004916238	0.040992472	0.00064705015	0.005870422	0.0010127411	0.0010111603	0.032728996	0.00063024997	0.009351971	0.004901494	0.008706047	0.00041752544	0.00016417293	0.18004483	0.005006325	0.014861794	0.0006334492	0.015191034	0.036212344	0.00030432662	0.00019426353
G3_bin.159	0.005674709	0.0006011222	0.0050161025	0.0013395442	0.17109996	0.0005731766	0.00055426394	0.00027622806	0.0010151992	0.00011957724	0.0047404594	0.000060532228	0.0017844178	0.0037758693	0.0034116094	0.0053153667	0.0007273026	0.005184277	0.00029558028	0.0036617918	0.0011220041	0.007968311	0.0002511329	0.00051722606	0.009563331	0.020330666	0.0006726719	0.018961072	0.0034960762	0.110022016	1.6274662	0.0013336476
G3_bin.15	2.1193757	0.06564969	0.09716352	0.010253104	0.0076051354	0.038233068	0.060219407	0.57900274	0.03989814	1.9451025	0.3024135	0.22867168	0.15362869	0.7308605	0.44904715	1.6374861	2.384059	1.61813	0.15991394	0.09313257	1.0051515	0.027418852	0.05890409	0.30338934	0.037273597	0.3119117	0.0068998006	0.0063114194	0.43341264	0.11506739	0.006128323	0.011426096
G3_bin.160	0.0027331493	0.0018439027	0.00031507132	0.0008573096	0.0008669193	0.0020623305	0.0024083126	0.002474473	0.001108245	0.073166355	0.0037933344	0.00039690867	0.0002855791	0.002183527	0.0015461362	0.0015421383	0.0040953504	0.003566198	0.0016099669	0.0007745114	0.006061967	0.0022674997	0.00069336663	0.0013267526	0.00059827743	0.0032733537	0.00023731207	0.00091348105	0.35074136	0.0014363487	0.001649817	0.0007171575
G3_bin.17	0.006751552	0.00028033846	0.0076679215	0.0016188713	0.00040684998	0.001869336	0.0025710945	0.004016219	0.015232825	0.0047414456	0.0033139312	0.00064398657	0.0030501636	0.053941566	0.002009303	0.006314947	0.00094385067	0.0031846866	0.0026944454	0.00024117314	0.0073521733	0.00092337775	0.0075241006	0.040220533	0.014019252	0.0018443144	0.00012884237	0.0006940684	0.2702405	0.00068972964	0.0012961436	0.027525261
G3_bin.18	0.042633753	0.006182719	0.011071249	0.012058984	0.22264044	0.031986304	0.021028623	0.0073549016	0.018801175	0.0045177382	0.0024574567	0.0021459702	0.024021508	0.016180793	0.019755559	0.005852932	0.009052445	0.020599263	0.015364963	0.2914568	0.07600114	0.021378694	0.010907264	0.031841982	0.050050713	0.10207304	0.1315421	0.022854686	0.1361023	0.40439686	0.1923555	0.075201936
G3_bin.1	0.021475274	0.0029503335	0.006109066	0.022290135	0.08121075	0.040279716	0.016452566	0.001528887	0.0048711943	0.0065022903	0.0011213074	0.0025325033	0.004613844	0.009220645	0.00264367	0.003016756	0.004635865	0.029589735	0.041737348	0.1834442	0.051890258	0.039088063	0.0009692534	0.22941834	0.04712439	0.45397818	0.0017286182	0.062401105	0.009636035	0.31952876	0.17726111	0.0078775855
G3_bin.23	0.022115035	0.007007247	0.017677749	0.012450058	0.018173136	0.0626799	0.013493244	0.0022080617	0.0026311027	0.014072957	0.0052705775	0.0043198266	0.004143689	0.013855989	0.0030688485	0.0032625636	0.025092192	0.017027562	0.04463075	0.12490587	0.06451637	0.10795468	0.0020258508	0.30948254	0.007396312	0.4411939	0.0038173802	0.10326499	0.035360914	0.12676983	0.066350326	0.003673579
G3_bin.24	0.018982738	0.0020104654	0.009191152	0.0026986983	0.012723619	0.028019888	0.0037324638	0.0053593176	0.012937934	0.004306356	0.0075730616	0.004191551	0.0023656397	0.010173899	0.005187732	0.00782781	0.010327375	0.01521201	0.02024383	0.05607323	0.051527835	0.03946604	0.0011528442	0.07979437	0.004548374	0.15286945	0.001333569	0.033575393	0.008111149	0.029630167	0.074360125	0.0013713917
G3_bin.25	0.020059291	0.0014206818	0.001753937	0.0015471503	0.007352362	0.008292019	0.0038733485	0.0013819608	0.0017602273	0.0004302531	0.00035230137	0.00048624343	0.0015102724	0.005446785	0.0037131556	0.0009980964	0.0015978381	0.012382257	0.010038573	0.07711108	0.036739215	0.0015036511	0.00048005852	0.008393944	0.0035460468	0.025450446	0.001933604	0.00095992436	0.018070338	0.1761267	0.05039358	0.0049123024
G3_bin.26	0.0042054337	0.00041135136	0.00030386334	0.0012409323	0.0015852443	0.002657595	0.0015879767	0.0016962731	0.0037694508	0.070935845	0.004030237	0.003986534	0.000442402	0.012403712	0.0038957924	0.02665736	0.0032483933	0.007185172	0.003254389	0.0011221544	0.0037139696	0.003138927	0.00043395272	0.002508482	0.00096565305	0.001021598	0.0008320384	0.0014559109	0.28932422	0.0022476346	0.0011555481	0.00083741016
