Genome	D1_P102_M Relative Abundance (%)	D1_P107_M Relative Abundance (%)	D1_P167_M Relative Abundance (%)	D1_P225_M Relative Abundance (%)	D1_P295_M Relative Abundance (%)	D1_P304_M Relative Abundance (%)	D1_P46_M Relative Abundance (%)	D1_P47_M Relative Abundance (%)	D3_P186_M Relative Abundance (%)	D3_P190_M Relative Abundance (%)	D3_P191_M Relative Abundance (%)	D3_P265_M Relative Abundance (%)	D3_P266_M Relative Abundance (%)	D3_P41_M Relative Abundance (%)	D3_P75_M Relative Abundance (%)	D3_P9_M Relative Abundance (%)	G1_P178_M Relative Abundance (%)	G1_P196_M Relative Abundance (%)	G1_P276_M Relative Abundance (%)	G1_P291_M Relative Abundance (%)	G1_P294_M Relative Abundance (%)	G1_P43_M Relative Abundance (%)	G1_P74_M Relative Abundance (%)	G1_P82_M Relative Abundance (%)	G3_P143_M Relative Abundance (%)	G3_P149_M Relative Abundance (%)	G3_P14_M Relative Abundance (%)	G3_P179_M Relative Abundance (%)	G3_P212_M Relative Abundance (%)	G3_P261_M Relative Abundance (%)	G3_P301_M Relative Abundance (%)	G3_P84_M Relative Abundance (%)
unmapped	36.232716	35.562366	59.07544	75.24007	36.667355	39.692528	82.664795	40.84286	53.791023	59.704853	48.903465	44.507504	85.607	51.18785	43.94689	49.282856	24.591679	41.728176	37.70221	33.981277	35.700554	31.287252	34.807484	30.50713	41.812958	45.01849	40.470608	37.17133	71.11009	38.35358	47.992386	72.56065
D1_bin.101	0.0006626882	0.0024852452	0.00034013926	0.09880567	0.059542544	0.07632993	0.080851465	0.00056202913	0.0003419212	0.004725117	0.0005103873	0.0012628199	0.0063819974	0.0016933543	0.0015959662	0.0002482763	0.00029614527	0.00054077	0.0007354626	0.0009522143	0.00017240229	0.0010068268	0.00009340876	0.00096904824	0.16126516	0.0006281029	0.0016708609	0.00087386294	0.0016271385	0.0020110335	0.00043359722	0.0067812526
D1_bin.102	0.0751135	0.0024578052	0.0009767395	0.06231023	0.9357742	0.009146733	0.047485698	0.0121187745	0.0022904177	0.0058932663	0.014867099	0.00091879955	0.002811018	0.042932134	0.00314935	0.009451004	0.0042420756	0.0061625317	0.015969817	0.034170892	0.092624985	0.011438269	0.019042607	0.014656168	0.015641164	0.98553616	0.73601574	0.17589551	0.0044006347	0.014819397	0.25150833	2.511548
D1_bin.104	0.2339536	0.0064926352	0.016923772	0.0030803203	0.14168553	0.0020971466	0.0012223368	0.0018482514	0.0008751209	0.005064229	0.046311606	0.001930768	0.048016865	0.10996551	0.0026348084	0.004442553	0.0143429525	0.005681114	0.007857834	0.1046329	0.02239467	0.07928775	0.007352341	0.0011515706	0.14623058	0.52982986	0.015932811	0.4651755	0.003749928	0.16022463	0.35238558	0.006319633
D1_bin.106	0.0011570145	0.017354298	0.00045974366	0.002305654	0.42044228	0.024088042	0.00086975127	0.00048206645	0.0018226827	0.055698436	0.028880859	0.0004237178	0.00030825532	0.008398716	0.0017017666	0.0035732721	0.0054046465	0.0019518957	0.0023259989	0.0034063244	0.0136294905	0.008785358	0.00044464204	0.013551357	0.079793945	0.0033257422	0.01601972	0.03963105	0.013726286	0.08970349	0.00058706873	0.0008557168
D1_bin.108	0.5861178	0.034161776	0.10600048	0.21054173	0.9705763	0.5430371	0.16887885	0.3515082	0.26826543	0.06395005	0.093590505	0.06685758	0.064871326	0.35196844	0.06458627	0.21500902	0.1545656	0.743472	1.2199795	0.5832442	1.551674	1.4320034	0.06263738	1.3217087	0.14912403	1.0448822	0.121854685	1.4479175	0.12710488	0.6365219	0.29852042	0.094412506
D1_bin.109	0.0035308045	0.0029546432	0.0031270718	0.0048800134	0.32304803	0.01188481	0.00915422	0.00070429774	0.066190675	0.0012221286	0.002565609	0.0003659759	0.0022605902	0.0068202005	0.006872629	0.004722848	0.0005019535	0.010187507	0.00091550325	0.04123147	0.001960555	0.006036074	0.0048837326	0.03858846	0.0078993365	0.028056161	0.15604001	0.04953336	0.0070617404	0.027108971	0.8664005	0.065534875
D1_bin.10	0.0036410214	0.008548772	0.0013901825	0.13196461	0.20452027	0.051754188	0.08074878	0.0012578048	0.025188876	0.018498579	0.064504564	0.0022643914	0.15343778	0.009836894	0.0023832237	0.017429976	0.035488836	0.20414601	0.019401431	0.0060924874	0.010405946	0.047907982	0.012963914	0.037082348	0.06833891	0.069329955	0.07707694	0.0007316383	0.0227161	0.0079959035	0.0025583305	0.0083163
D1_bin.110	0.003555554	0.0034193818	0.0021328551	0.0019221484	0.029045055	0.12823753	0.0070222975	0.0014922927	0.00046119854	0.0020491814	0.00056630134	0.0011710677	0.0017653577	0.0009916474	0.0004995275	0.0005068825	0.00057271286	0.006546796	0.0037164374	0.020592328	0.014154584	0.002969089	0.00030085404	0.05344829	0.009339827	0.061024003	0.031048799	0.026930116	0.0024943545	0.051954933	0.0025451102	0.00047570784
D1_bin.112	0.002537077	0.029487077	0.007474936	0.0023747839	2.3826396	0.0016356034	0.00809182	0.0009642844	0.0013643339	0.0044662277	0.02438312	0.0010000449	0.0009504787	0.009626452	0.005873914	0.03329684	0.000803977	0.006932916	0.006513668	0.016866501	0.04881933	0.005215004	0.0007154086	0.067589305	0.016571324	0.09150689	0.013297326	0.011313957	0.0047487654	0.25398877	0.003983262	0.0018495582
D1_bin.113	0.13338359	0.0053493707	0.013317698	0.45066538	0.0005353921	0.00089212944	0.20571081	0.014317743	0.005610699	2.5415545	0.04951789	0.018028965	0.16476035	0.22535262	0.94513	0.444525	0.0051539345	0.0020269451	0.0012703429	0.00042220918	0.00003764248	0.0019509294	0.012533761	0.0007792413	0.001559485	0.0020107867	0.0001401124	0.0034179094	0.002302926	0.0009878372	0.0044679916	0.0063151065
D1_bin.114	0.0003344084	0.000007290222	0.0006599772	0.0002679977	0.000020814165	0.16417846	0.00047890178	0.000026018652	0.018026793	0.000032612203	0.00005732274	0.000008177911	0.0006509708	0.00023446973	0.00013067656	0.000530982	0.000019200319	0.000011956998	0.00001709933	0.00008932197	0.00008823614	0.000055113273	0.000021151052	0.0002846369	0.00003745861	0.00012501853	0.00020279933	0.00048058716	0.00042979073	0.00014802572	0.0000042124057	0.00004898863
D1_bin.115	0.14142437	0.0067386758	0.007661409	0.050460182	0.53934973	0.21075866	0.21947946	0.027217777	0.016861128	0.007376163	0.0061021736	0.004408529	0.030056119	0.055252988	0.046669073	0.01660583	0.01966453	0.10593984	0.03568295	0.46810427	0.08518786	0.084990375	0.011200387	0.030258508	0.1621524	0.42449248	0.896087	0.011428884	0.099375546	0.21481039	0.3693082	0.37862635
D1_bin.116	1.7706696	0.19359012	0.015934777	0.040375713	0.078275524	0.01879254	0.18014994	8.512571	0.22629796	8.195033	0.28084013	0.71320784	0.7430121	2.0534525	0.69466585	12.066319	0.02017459	0.04256053	0.0057993145	0.04847181	0.006477584	0.022453249	0.03388678	0.019612128	0.0071167843	0.009184637	0.06600745	0.03050853	0.012624186	0.051766265	0.06819324	0.027822414
D1_bin.118	0.12920429	0.12751573	0.0004094669	0.09049137	0.0015558144	0.021195514	0.026000865	0.18272644	0.0055565094	0.01011972	0.27506125	0.011978002	0.009037223	0.02938272	0.039991345	0.01934834	0.08231133	0.0064833197	0.007845337	0.002040971	0.16281337	0.0032215342	0.022332106	0.019685177	0.051745865	0.00095278816	0.0015491588	0.0053996295	0.011784129	0.004003227	0.0008393782	0.0057840073
D1_bin.119	0.0077272253	0.00040647833	0.003962549	0.003374426	0.0047273315	0.76634425	0.0025743584	0.001660056	0.012082615	0.0008339117	0.002445369	0.00093181984	0.0036192217	0.006637874	0.002504306	0.008374784	0.0024597882	0.0035474775	0.005542593	0.0032535628	0.009556146	0.0179182	0.00045160306	0.008188566	0.0007205617	0.016255284	0.003935104	0.011137338	0.0027124793	0.0029332896	0.001503997	0.0010743962
D1_bin.121	0.0009744865	0.00075793575	0.0002128475	0.00042621288	0.1762594	0.00070087484	0.00025404166	0.00033585847	0.00052476587	0.0016830942	0.0038268575	0.00012620186	0.00030470648	0.0013382756	0.0005103043	0.00056203	0.0010726923	0.0011376909	0.0008068173	0.0015026794	0.0012793747	0.0009551373	0.0010971322	0.0071167634	0.0018966709	0.002033408	0.10810498	0.00492919	0.0060566305	0.003582645	0.013463845	0.0005032924
D1_bin.14	1.7998908	1.3026474	14.968435	0.12646554	0.04273409	0.03141481	0.038448732	0.08624437	0.13668318	0.14194864	0.0033318077	25.04465	0.103386536	0.015155694	4.485492	3.833016	0.0058577056	0.0668713	0.19007748	0.002348977	0.09618798	0.024747605	0.52030486	0.029998928	0.28873777	0.0022932866	0.033815134	0.000403655	0.009188723	0.017878542	0.025132261	0.082623824
D1_bin.21	0.0022139484	0.0002915247	0.38247782	0.00030066993	0.000040111187	0.00050078676	0.00075242994	0.002411922	0.007815092	0.016127223	0.002074162	0.02481829	0.0008154496	0.0012476828	0.0015786313	0.23945007	0.0002997585	0.00056273746	0.0025506753	0.00018219724	0.00039230802	0.00046735775	0.00065690617	0.000579983	0.00042837902	0.0004017882	0.0058164485	0.00012910947	0.00020153636	0.0006893701	0.0009986423	0.0004843151
D1_bin.22	0.10563241	0.011280925	0.0025580532	0.018291852	0.004292583	0.06080544	0.1817178	0.0022034862	0.021347348	0.09373195	0.0668489	0.0062139966	0.035006102	0.001915854	0.007087459	0.0030451447	0.0045780675	0.04387509	0.0064670914	0.012406784	0.016328923	0.009025367	0.00079856976	0.002061787	0.088669226	0.0073354226	0.0075635244	0.00063739176	0.121585205	0.02307726	0.0013240927	0.00054224825
D1_bin.23	0.012213013	0.041380074	0.015730856	0.08384811	0.36698863	3.9349895	0.045495618	0.030150808	0.0015566854	0.0074286605	1.2708067	0.029122083	0.018416096	0.012386954	0.020378485	0.014771301	0.030329382	0.027068013	0.0096332645	0.27035707	0.077690445	2.756053	0.002988425	0.31829223	0.6930774	0.022405459	0.0051610377	0.46203724	0.051517647	0.07594883	0.014506959	0.0053957603
D1_bin.26	5.294943	0.020965919	0.33652177	0.3466178	0.41050658	0.39340344	0.10368396	1.2355993	0.29409665	0.21679164	0.13048148	0.16562557	0.031619493	1.939636	0.06307039	0.6181407	0.1516235	0.7738653	0.8234719	0.34896728	1.1071054	1.0953165	0.021734558	1.1065147	0.8451756	1.5433962	0.012017041	0.6553642	0.12332903	0.6487633	0.19579573	0.0971115
D1_bin.28	0.20366654	0.037314765	0.041838504	0.054162357	1.4249655	0.28999603	0.107207954	0.004453581	0.060464595	0.0158137	0.03864496	0.012362204	0.018257624	0.049768128	0.036997728	0.018586298	0.04543564	0.1371953	0.054056775	1.7243177	0.17052299	0.12806243	0.021635143	0.23328449	0.099867545	1.1339297	2.4422655	5.239025	0.16822281	3.5172918	7.874334	0.15746477
D1_bin.30	1.5041463	0.12226389	0.41503504	0.086192325	1.6908956	0.81559134	0.011779331	0.031294275	0.0526642	0.1136491	0.11015333	0.060034234	0.20808348	0.05468056	0.15333538	0.058691304	0.053871825	0.45234045	1.2995144	1.1443698	6.741596	2.463206	0.052048318	1.572201	0.01873909	0.119401745	0.12711836	0.07469353	0.09467579	0.35296035	0.35110423	0.007576201
D1_bin.31	0.59523374	0.013526249	0.07808443	0.17260416	0.10676198	0.19433911	0.058290478	0.6009075	0.25581264	0.3092122	0.6374596	0.06839208	0.020915374	0.47657722	0.028784975	0.494874	0.07801688	0.7229931	0.44818285	0.09061682	1.2475194	1.3166796	0.01805833	0.5793995	0.06701482	0.36968186	0.008576238	0.2459429	0.052595448	0.06991199	0.05652942	0.014563205
D1_bin.32	0.0039861617	0.031286426	0.0030817604	0.0043871994	0.0018116063	0.873902	0.07701915	0.0023663135	0.027502496	0.0018854953	0.0022590025	0.019127492	0.023603218	0.15169093	0.08929741	0.0071790186	0.00042317246	0.0144442385	0.0040669614	0.008901219	0.0032446582	0.0007168864	0.00075389736	0.0028907014	0.014814683	0.0028626837	0.000042940577	0.00066983345	0.01952557	0.037527915	0.0020249672	0.005536868
D1_bin.33	0.0048565776	3.028119	0.004314067	0.004898943	0.005817886	1.290648	0.003241391	0.00076127483	0.009480513	0.003913553	0.000012035368	0.004517872	0.0066187507	0.004938308	0.00073079945	0.00029241302	0.010673969	0.023313379	0.0000074715595	0.004209808	0.000029480112	0.000004142923	0.00010409448	0.0022806493	0.0011916399	0.0000043032464	0.000027287428	0.0000063866873	0.003362557	0.00004746949	0.000049393722	0.0000116416295
D1_bin.34	0.0002109395	0.0026046745	0.00039081517	0.00030239022	0.32406008	0.0018528248	0.00033801814	0.00082473794	0.0006942774	0.011547898	0.004778786	0.00074318564	0.00014082977	0.093990296	0.0057414584	0.012794669	0.00023248949	0.0025400505	0.0034287486	0.0009322306	0.0008853947	0.0032517533	0.0006781965	0.0007679857	0.0011462716	0.0014210776	0.009035704	0.009174566	0.0010156956	0.08088989	0.00041812423	0.00033397495
D1_bin.35	0.034598023	0.006838456	0.0035212836	0.02687198	0.51554847	0.09751929	0.036412332	0.0031867425	0.004873243	0.0006025606	0.0025262688	0.0020340898	0.013002269	0.013160234	0.0099143	0.0052695014	0.0048966105	0.031209411	0.010217351	0.3847545	0.051631585	0.036267053	0.0031177122	0.021135809	0.036943313	0.06755382	0.2691028	0.057556894	0.035111275	0.18935458	0.4069657	0.03481279
D1_bin.36	1.8536773	2.7734888	0.017365105	0.07271552	0.0066475337	0.028693758	0.022623625	0.068682246	0.253084	0.15079215	0.01820408	1.6647458	0.28123632	0.07823977	0.3256303	0.0026647542	0.09847328	0.019287953	0.0023263763	0.004074042	0.009751644	0.003785975	0.057234604	0.011869423	0.0029423193	0.00094645604	0.010046219	0.007005038	0.07922082	0.028070586	0.0010271164	0.01865804
D1_bin.37	0.002242877	0.004342698	0.00060037454	0.06902273	0.04318647	0.116543025	0.02882205	0.006064519	0.0039987415	0.0016893039	0.21606125	0.005885902	0.016842091	0.0012941542	0.030267347	0.005735709	0.003025421	0.0007854513	0.00033926553	0.04638769	0.0010094007	0.0007337863	0.0004924287	0.00072736264	0.0022289804	0.00076655205	0.00087621016	0.0029495992	0.0034569988	0.008634034	0.00088271906	0.000780266
D1_bin.38	0.19574802	0.027050437	0.016037373	0.010563885	0.22651629	0.20973755	0.045729976	0.011649672	0.030332683	0.0048010796	0.031158831	0.013653136	0.03271736	0.051020436	0.01566646	0.011392242	0.012815338	0.096600324	0.008750664	4.15657	0.057489082	0.44401613	0.038235974	0.1933755	0.49083292	0.058314394	5.549276	1.3363974	0.14725403	2.4095814	0.26451248	0.042103946
D1_bin.42	0.013614837	0.00008191985	0.00091245223	0.00023967019	0.0008290154	0.21276082	0.0010026016	0.0007217103	0.08835999	0.0003652011	0.006446046	0.00043445578	0.0010218926	0.009629353	0.0024624763	0.051312834	0.0006109314	0.0013373285	0.0014700511	0.0010193096	0.0016624299	0.0023139955	0.00016946663	0.0019099171	0.0012825567	0.024788026	0.0059061735	0.012241068	0.000805114	0.0011156448	0.0002875067	0.0016584605
D1_bin.43	2.8288689	0.36681864	0.22076482	0.16140614	0.26183987	0.7794256	0.26160267	5.0806894	11.552805	0.23140298	5.4330325	2.5176191	0.2681425	5.018912	3.1595798	4.509183	9.178061	6.8600707	1.8884814	0.81462246	1.9537368	0.45889202	0.25008142	1.8583164	0.6489189	1.3691692	0.118795775	2.440349	0.24030355	0.5986882	0.46890795	0.2761733
D1_bin.48	0.10064941	0.00006246876	0.0002749251	0.00026298178	0.000087568435	0.005470799	0.0013780644	0.5755983	0.008616175	0.0008111542	0.0026597322	0.0023180384	0.0025449332	0.0020834222	0.007059839	0.008213218	0.00022880248	0.0026734674	0.0002313322	0.00016222031	0.0013912073	0.0005487775	0.0018307142	0.00026448097	0.00034842076	0.0072307433	0.00014542179	0.0061375867	0.005719368	0.00024671928	0.00023657839	0.0039720703
D1_bin.49	0.034928203	0.005965906	0.021072343	0.06323867	0.6482666	0.18920004	0.03760873	0.007840302	0.004930547	0.009132489	0.17947023	0.019244943	0.013377953	0.056998942	0.010207226	0.013138494	0.22732086	0.16429663	0.089306735	0.25086161	0.034062814	1.6566067	0.0029229815	1.1819663	0.041575503	0.08825463	0.07816116	0.39445072	0.028275121	0.31017292	0.44252107	0.0023829052
D1_bin.52	0.57145053	0.000045602297	0.00012305293	0.0002301529	0.0002657876	0.008144577	0.0019153025	0.020738516	0.010677039	0.004044508	0.013093969	0.0020335224	0.00018972803	0.0015576765	0.003812647	0.079812504	0.00023849687	0.0014854878	0.0004298543	0.00006244088	0.0013940982	0.0013685925	0.00929472	0.00023213	0.0010014442	0.0884471	0.00093715	0.021558521	0.1982134	0.00021000506	0.0005761361	0.03576127
D1_bin.54	0.0048430553	0.0015433251	0.0023914964	0.02747882	0.019825887	0.35972896	0.8414853	0.0008824367	0.0060819653	0.00093914656	0.0018267985	0.0021141123	0.009047376	0.0021368712	0.001914738	0.0038675237	0.0014777371	0.0033383067	0.0046205698	0.019648716	0.0023997829	0.007655393	0.00097658	0.029413048	0.0054666325	0.016073897	0.0032704917	0.047975384	0.0040176352	0.0077525126	0.007380964	0.0051545016
D1_bin.55	0.9917218	0.07771072	0.15841275	0.07920334	0.2373282	0.5474061	0.12085421	0.30056337	0.5237199	0.20559737	1.1825942	0.40844995	0.13418888	1.3643563	0.613592	0.46457258	2.4841526	2.1036894	1.1397951	0.6651437	0.9783581	0.8947841	0.044534653	1.6000069	0.111632474	1.869174	0.7526542	0.5815845	0.27391756	0.59301275	0.20003152	0.28548402
D1_bin.57	0.0005878094	0.65478104	0.0006596071	0.0011183688	0.019671122	0.0007785517	0.000062745814	0.18349496	0.0033538702	0.0009403511	0.0000094437155	0.009978507	0.0010511181	0.0025325355	0.0023440158	0.00069860456	0.0012404091	0.00075361645	0.000017832845	0.00090398703	0.00003242831	0.000047715843	0.0012282141	0.000015840866	0.00006392834	0.000011428027	0.000012919571	0.00002275252	0.0000067833535	0.000012248611	0.000002730889	0.00017221848
D1_bin.5	1.0974934	27.35888	0.01589896	0.6230967	0.06371838	0.12615609	0.022946196	1.4629866	1.9759834	0.24136522	0.002296504	1.2881788	0.08203888	1.569253	5.63517	0.01574937	0.05338822	0.009671842	0.00425108	0.04025307	0.00014032309	0.0066052796	0.0077671492	0.0013120654	0.0018941036	0.0012754615	0.0002267363	0.0005150788	0.011426378	0.002685889	0.01029317	0.002635302
D1_bin.61	0.000012743849	0.00025750208	0.000031542808	0.000112717855	0.16022119	0.00018168006	0.00000096322	0.000093779214	0.00021551327	0.000025770823	0.0000054827624	0.00001277077	0.00007855602	0.00021163725	0.000110018795	0.000015160169	0.000020152074	0.00002539049	0.0000056371105	0.00023629738	0.00018869984	0.00029075425	0.0000051760917	0	0.00016930017	0.00016901587	0.000011991627	0.00019845238	0.0000036362978	0.0001436415	0.0062550427	0.0000047946633
D1_bin.63	0.003256068	0.0017097294	0.5527742	0.0007641871	0.00086332124	0.001312823	0.00038866882	0.003062464	0.0021533526	0.0065839933	0.0020814065	0.019500606	0.0012032675	0.0010147206	0.01097742	0.035376884	0.0015400305	0.0017371053	0.004790779	0.00053486205	0.0016212881	0.0010309233	0.0056267316	0.0011419542	0.002068285	0.0010241776	0.005042223	0.0010655964	0.0011624107	0.0011547231	0.0022015965	0.0015630489
D1_bin.64	0.21644229	0.7098163	0.0027625472	0.010714895	0.0027648492	0.042491637	0.011535732	0.29732606	0.43870592	0.21312475	0.00079829624	0.16116485	0.0077944314	0.002073375	0.6597418	0.0013041232	0.001809151	0.0018574012	0.000044183435	0.0009945895	0.00000497809	0.0008190014	0.00021364912	0.0001903065	0.000020548763	0.000020952371	0.0000057604634	0.0002947617	0.001669879	0.00064262474	0.0013818524	0.0003691589
D1_bin.67	0.23442529	0.01806933	0.015333977	0.01514538	0.06913836	0.28401476	0.07067896	0.016664645	0.014119211	0.025057202	0.008153449	0.0071310415	0.02512993	0.031748723	0.020694086	0.0122642815	0.021941151	0.1603438	0.06930592	1.1957458	0.19731541	0.054739773	0.0032501572	0.29217598	0.054850064	0.47805214	0.0824215	0.5328362	0.029145693	1.5661854	0.30981764	0.038236707
D1_bin.69	0.6397577	0.0630573	0.020855598	0.33832192	0.41448689	0.22178432	0.09612022	0.19376035	0.17712201	0.0678572	0.40912488	0.050121438	0.082213335	0.083365984	0.106998324	0.024659611	0.7722073	0.8335228	0.01141426	0.048551902	0.7265502	0.11883243	0.12190588	0.12181679	0.13118558	0.08080165	0.11210662	0.28124818	2.2931342	0.13027528	0.11720891	0.086802416
D1_bin.6	0.003770126	0.04273703	0.003703313	0.35046723	4.00193	0.40739712	0.38888434	0.3959711	0.14184618	0.008737525	0.026959205	0.0053679096	0.051670097	0.007373101	0.061396487	0.072077505	0.02610831	0.5724045	0.0008430246	0.006808249	0.0086956555	0.15026283	0.004493278	0.0031384039	0.01646923	0.009536993	0.113329105	1.0936127	0.017121896	0.1907006	0.20639361	0.0039868183
D1_bin.71	0.0008582456	0.95443517	0.000027230451	0.0017478552	0.0017644403	0.00351806	0.00016584365	0.00042078798	0.013334752	0.0011189881	0.000022165861	0.0016537374	0.000088748835	0.001974607	0.001647206	0.05906902	0.0018144936	0.0000057873012	0.03171861	0.0013481544	0.000014443855	0.0000973189	0.0001735586	0.000075811884	0.00007988666	0.00009496173	0.001016895	0	0.000016769116	0.000110225454	0.000016239968	0.000047318976
D1_bin.74	0	1.2020514	0.0000075891917	0.0019469662	0.0022534444	0.000006519913	0	0	0.0010038716	0.0014031327	0.000027994196	0.000100087535	0.000002927375	0.0019080692	0.000017660459	0.0028040544	0.0024004267	0.0000017619041	0.000017854656	0.0016688565	0.0000033972901	0.0000027471444	0.000013594845	0.0000021430074	0.000031293588	0.000008719543	0.000022748472	0.000005241995	0	0.000004509702	0.0000027683682	0.000011174101
D1_bin.76	0.027319724	0.013977178	0.007769646	0.29257077	0.099579774	0.28358963	0.10252474	0.053374764	0.007027371	0.0014586521	0.0007333622	0.0030824295	0.013015696	0.085259564	0.02085247	0.0035453523	0.007425267	0.009642257	0.01073896	0.024228437	0.026616678	0.026023855	0.0016601491	0.0017047053	0.0056870966	0.034079134	0.0011258922	0.0008526895	0.0014415517	0.006937017	0.0007807253	0.01724459
D1_bin.78	0.34163123	0.0049969545	0.061051905	0.015356509	0.071113266	0.061937615	0.016596263	0.1477234	0.09952948	0.050877213	0.066410996	0.047538918	0.0063894563	0.38595194	0.014776048	0.23160702	0.044339035	0.071967974	0.16480565	0.10248489	0.122041345	0.1964869	0.004496597	0.23085776	0.019699138	0.25268537	0.01968764	0.117022656	0.011504392	0.112025365	0.042712748	0.0029486688
D1_bin.79	0.00019441443	0.0022890496	0.0026218062	0.04719906	0.22865486	0.02843838	0.008459372	0.01603534	0.0057247565	0.00053707574	0.04229837	0.055178165	0.107806414	0.0043188925	0.0036040097	0.0056470907	0.007347364	0.0040188013	0.008463824	0.09026396	0.0019896326	0.030873075	0.008913706	0.02618562	0.017916584	0.0007794662	0.0041103377	0.02381126	0.006460561	0.007808571	0.004632322	0.0095347725
D1_bin.81	0.28554955	0.021108389	0.0003658912	0.008732915	0.024827002	0.028933907	0.023281222	0.082551114	0.013302073	0.0024247319	0.010181069	0.0118580945	0.0038661761	0.00083165866	0.016133357	0.009067715	0.16733195	0.088785976	0.0002530928	0.11682022	0.0049213823	0.00850544	0.021373643	0.0028165292	0.03403448	0.0005726052	0.0013160841	0.10210384	0.033881	0.00093035353	0.0004163889	0.0037487338
D1_bin.83	0.093145385	0.10418369	0.008898006	0.029670492	1.5898234	0.11399452	0.42192107	0.004307075	0.03708916	0.003108782	0.004370029	0.0030005693	0.07942824	0.017125718	0.06629583	0.045857687	0.000857881	0.0106376605	0.0883413	0.035588447	0.0063230013	0.004376095	0.00061374885	0.0032404296	1.321141	0.43591076	0.02747876	0.025822544	0.2597656	1.9297714	0.5491353	0.006230549
D1_bin.84	0.031377055	0.05063702	0.046196554	0.097368866	0.36319372	0.25468928	0.072658144	0.021692822	0.033706617	0.021031797	0.051111158	0.031170577	0.030055974	0.034571417	0.047277346	0.034613505	0.038097158	0.12548442	0.09425585	0.89310527	0.17534782	0.3762043	0.008000471	2.9058158	0.021780297	0.22074674	0.028909944	0.31164145	0.015167797	0.56596094	0.28669068	0.012283023
D1_bin.86	0.0017519951	0.001073174	0.00026037608	0.000310956	0.42642266	0.0011771657	0.000601916	0.0014301864	0.0030107049	0.0127620865	0.004456533	0.0006433569	0.00021126523	0.0033158632	0.0012136998	0.0021025753	0.0025723912	0.0024555603	0.0026076264	0.0024674693	0.0027619123	0.0031793062	0.0010062865	0.0026193045	0.0011007508	0.0027955105	0.12866709	0.0033742776	0.00069044065	0.001305936	0.0008752614	0.0007450981
D1_bin.8	0.0005340097	0.0020346462	0.00090892165	0.000009375646	0.000026969032	0.2331683	0.00062583457	0.00021154116	0.0058609904	0.000009305261	0.0000057229836	0.002219319	0.00095255795	0.0031816596	0.00022256379	0.004297128	0.000015779444	0.00019979758	0.000007772541	0.000008823811	0.0000827665	0.0000069535777	0.00045443457	0.0003749186	0	0.000020310958	0.000005556618	0.000009441912	0.00055469444	0.000022507616	0.000002263802	0.00007860857
D1_bin.91	0.108575694	0.0010559463	0.024574593	0.0017220187	0.00021166494	0.0012308985	0.017295917	0.15652673	0.0012814276	0.508855	3.44649	0.0027726796	0.0046469453	0.09517212	0.0057156673	0.09359635	0.0010051023	0.000970219	0.0001636864	0.0027586457	0.00001681381	0.000171781	0.00063125335	0.00014150456	0.0062357048	0.000047722497	0.0034116663	0.0032967117	0.00029872323	0.00016451062	0.0012581856	0.0072527034
D1_bin.92	0.056056716	0.27996838	4.6050553	0.04306417	0.016156081	0.0057342993	0.0061810683	0.31218445	0.026104959	0.03918883	0.044592332	0.7925786	0.015289042	0.05455032	0.27757016	1.2985593	0.038671322	0.4061426	7.2711678	0.014897013	7.0084753	0.0023190707	36.508354	0.0052221613	18.132294	0.0375914	0.06138277	0.012778084	0.0004999612	0.006264811	0.0061029242	5.7257986
D1_bin.94	0.001995865	0.00034217798	1.5271063	0.00083297415	0.0003914487	0.0012357542	0.000601803	0.0036657928	0.012518303	0.020577993	0.0014464093	0.021968542	0.002550191	0.00095425453	0.0013903568	0.25550273	0.0000952532	0.0020026925	0.0070169005	0.00012847496	0.0007001334	0.00044782122	0.0012055439	0.001363974	0.00026537647	0.0013117213	0.0033168946	0.00009330516	0.00013829871	0.0016374941	0.0028644376	0.002575409
D1_bin.95	0.00051065255	0.02921986	0.00068953395	0.0024672253	0.19967271	0.13770467	0.008247554	0.00076469814	0.00029167376	0.0000922142	0.0005811765	0.008019805	0.0045302003	0.0004978762	0.0019918	0.0001314357	0.002166636	0.00068851194	0.0006024554	0.006459777	0.0013882865	0.023415485	0.00028539856	0.0011366835	0.14236794	0.0010222535	0.0047649574	0.00039647522	0.00094414334	0.00086822	0.0019056486	0.0011714827
D1_bin.96	0.02841326	0.00933871	0.010478602	0.0053943233	0.0025938114	0.97658503	0.007438312	0.033619784	2.6897502	0.008918497	0.0116103105	0.008449782	0.010182813	0.009027959	0.019259432	0.0126329865	0.006181145	0.00714434	0.008006609	0.0019757866	0.0075017978	0.008017926	0.013188673	0.005213174	0.024952207	0.005768455	0.0017367941	0.008697651	0.0061298893	0.005544446	0.002007286	0.0049882485
D1_bin.9	0.076300465	0.042613912	0.11585039	0.09261654	1.1334615	0.70344836	0.06442696	0.018840801	0.075710945	0.044137154	0.018856201	0.044600703	0.05201839	0.08595316	0.071969524	0.05265493	0.10847386	0.2622165	0.57594645	2.4252074	0.19717863	1.653549	0.008924786	3.0000238	0.57776254	0.34561825	0.008289099	0.94632417	0.0643121	0.7112446	0.7637643	0.041087735
